"","ID","Title_Level","l"
"2493","333","1","Leadership "
"2494","333","1","C++"
"2495","333","1","Management"
"2496","414","2","Technical Support "
"2497","414","2","Research "
"2498","414","2","Financial Reporting "
"2499","414","2","Outlook     Outlook"
"2500","414","2","Pharmaceutical Industry "
"2501","184","1","Customer Service"
"2502","184","1","Statistics "
"2503","184","1","Microsoft Excel "
"2504","184","1","Public Speaking"
"2505","184","1","Github "
"2506","92","4","Redhat OpenShift"
"2507","92","4","Program Management "
"2508","92","4","VMware vSphere"
"2509","92","4","Databases "
"2510","92","4","Cloud Computing IaaS "
"2511","330","1","Programming "
"2512","330","1","Linux "
"2513","330","1",NA
"2514","330","1","JSON "
"2515","330","1","Laboratory Inmation Management System (LIMS)"
"2516","279","4","Cloud Foundry"
"2517","279","4","Management"
"2518","279","4","Web servers (Apache)"
"2519","279","4","Proxy Servers (Squid, WebSphere)"
"2520","279","4","Business Planning "
"2521","236","1","Objective-C "
"2522","236","1","Sinatra "
"2523","236","1","Git "
"2524","236","1","PowerPoint"
"2525","236","1","RSpec "
"2526","170","2","Computer Hardware"
"2527","170","2","Microsoft Excel "
"2528","170","2","Databases "
"2529","170","2","Servers "
"2530","170","2","Data Analysis "
"2531","357","3","Microsoft Exchange"
"2532","357","3","Signal Processing "
"2533","357","3","Software Installation "
"2534","357","3","Public Speaking "
"2535","357","3","Ruby on Rails "
"2536","78","3","ElasticSearch "
"2537","78","3","Visual Studio "
"2538","78","3","Microsoft Exchange"
"2539","78","3","Microsoft Exchange"
"2540","78","3","Linux"
"2541","499","5","Enterprise Architecture "
"2542","499","5","Healthcare Inmation Technology "
"2543","499","5","Sales Enablement "
"2544","499","5","Disease Management "
"2545","499","5","Team Building "
"2546","499","5","IT Strategy "
"2547","499","5","Physician Relations "
"2548","499","5","Program Management "
"2549","499","5","Business Process Re-engineering"
"2550","499","5","Wireless "
"2551","130","6","EAI "
"2552","130","6","AJAX "
"2553","130","6","Integration "
"2554","130","6","HTML "
"2555","130","6","P&L Management "
"2556","130","6","Competitive Analysis "
"2557","130","6","Invest "
"2558","130","6","Marketing "
"2559","130","6","Personal Training "
"2560","130","6","Visual Basic "
"2561","124","4","OpenStack"
"2562","124","4","Program Evaluation "
"2563","124","4","node,js"
"2564","124","4","Heroku"
"2565","124","4","Virtualization "
"2566","194","3","SharePoint "
"2567","194","3","Windows XP"
"2568","194","3","WPF Development"
"2569","194","3","Node.js "
"2570","194","3","Machine Learning "
"2571","343","1","HTML "
"2572","343","1","Strategic Planning"
"2573","343","1","Strategic Planning"
"2574","343","1","Research"
"2575","343","1","Python "
"2576","188","1","Rails "
"2577","188","1","Public Speaking"
"2578","188","1","Microsoft Excel "
"2579","188","1","ReactJS "
"2580","188","1","Karma "
"2581","126","3","Remote Desktop Manager "
"2582","126","3","Motion Control"
"2583","126","3","Amazon Web Services (AWS)"
"2584","126","3","Networking "
"2585","126","3","Software Development "
"2586","273","2","Dameware"
"2587","273","2","Microsoft PowerPoint "
"2588","273","2","Sarbanes-Oxley "
"2589","273","2","Internal Controls "
"2590","273","2","Software Documentation "
"2591","264","2","Accounting "
"2592","264","2","Telelogic DOORS "
"2593","264","2","Sarbanes-Oxley "
"2594","264","2","Operational Risk Management "
"2595","264","2","Remote Desktop "
"2596","418","5","Hospitals "
"2597","418","5","JCAHO "
"2598","418","5","Professional Services "
"2599","418","5","Software Engineering "
"2600","418","5","Start-ups "
"2601","418","5","FDA "
"2602","418","5","Competitive Analysis"
"2603","418","5","SAP R/ "
"2604","418","5","Virtualization "
"2605","418","5","Mobile Devices "
"2606","189","4","Permance Tuning"
"2607","189","4","Data Analysis "
"2608","189","4","Cloud Foundry"
"2609","189","4","Bash"
"2610","189","4","Competitive Intelligence"
"2611","229","2","Software Documentation "
"2612","229","2","COSO Framework "
"2613","229","2","Data Analysis "
"2614","229","2","Mac OS X "
"2615","229","2","Analysis "
"2616","245","4","Electronic Lab Notebooks "
"2617","245","4","Research     Research"
"2618","245","4","Troubleshooting"
"2619","245","4","MongoDB"
"2620","245","4","PMP"
"2621","471","5","Cheminmatics "
"2622","471","5","Medical Devices "
"2623","471","5","CRM "
"2624","471","5","Business Process "
"2625","471","5","CFR Part"
"2626","471","5","Agile Methodologies "
"2627","471","5","Organizational Design"
"2628","471","5","Data Mining "
"2629","471","5","Wealth Management Services "
"2630","471","5","Integration "
"2631","81","5","JCAHO "
"2632","81","5","Mobile Devices "
"2633","81","5","Offshore Software Development "
"2634","81","5","Case Management "
"2635","81","5","Virtualization "
"2636","81","5","Solution Architecture"
"2637","81","5","Solution Architecture "
"2638","81","5","Drug Discovery "
"2639","81","5","Strategic Planning "
"2640","81","5","Program/Project Management "
"2641","108","4","Program Evaluation "
"2642","108","4","Permance Tuning"
"2643","108","4","Drug Discovery "
"2644","108","4","Competitive Intelligence"
"2645","108","4","Business Intelligence"
"2646","280","4","Software Design Patterns"
"2647","280","4","GC analysis tools"
"2648","280","4","node,js"
"2649","280","4","Nonprofits     Nonprofits"
"2650","280","4","Integration"
"2651","391","1","Object-Oriented Programming (OOP) "
"2652","391","1","Research"
"2653","391","1","Data Analysis"
"2654","391","1","JSON "
"2655","391","1","Karma "
"2656","487","6","Enterprise Architecture "
"2657","487","6","Financial Services "
"2658","487","6","P&L Management "
"2659","487","6","Small Business "
"2660","487","6","SaaS "
"2661","487","6","Lean Manufacturing "
"2662","487","6","Team Building "
"2663","487","6","Social Media "
"2664","487","6","Management     Management"
"2665","487","6","SDLC "
"2666","486","5","Testing "
"2667","486","5","Case Managment "
"2668","486","5","ACO "
"2669","486","5","Reference Data "
"2670","486","5","Wealth Management"
"2671","486","5","Data Center "
"2672","486","5","Business Development "
"2673","486","5","Medicaid "
"2674","486","5","Risk Management "
"2675","486","5","Virtualization "
"2676","402","6","Application Architecture "
"2677","402","6","Workflow "
"2678","402","6","Clinical Research "
"2679","402","6","Business Process Automation "
"2680","402","6","Revenue Cycle "
"2681","402","6","Personal Training "
"2682","402","6","Invest "
"2683","402","6","AJAX "
"2684","402","6","Risk Management "
"2685","402","6","Software Engineering"
"2686","451","2","Access"
"2687","451","2","Dameware"
"2688","451","2","OS X "
"2689","451","2","Space Systems "
"2690","451","2","Sarbanes-Oxley Act "
"2691","492","1","Sinatra "
"2692","492","1","Strategic Planning"
"2693","492","1","RSpec "
"2694","492","1","Customer Service"
"2695","492","1","JSON "
"2696","306","1","TDD "
"2697","306","1","Strategic Planning"
"2698","306","1","Leadership "
"2699","306","1","CSS "
"2700","306","1","RSpec "
"2701","399","5","Software Project Management "
"2702","399","5","Management Consulting "
"2703","399","5","Investment Banking"
"2704","399","5","Inpatient"
"2705","399","5","Business Process "
"2706","399","5","Product Marketing "
"2707","399","5","Nursing "
"2708","399","5","Business Intelligence "
"2709","399","5","Quality Assurance "
"2710","399","5","Process Improvement "
"2711","467","3","MongoDB "
"2712","467","3","Big Data"
"2713","467","3","VTK"
"2714","467","3","Microsoft Exchange"
"2715","467","3","MongoDB "
"2716","136","3","HP Procurve Networking "
"2717","136","3","Hardware"
"2718","136","3","Standard Operating Procedure (SOP)"
"2719","136","3","Motion Control"
"2720","136","3","Project Planning"
"2721","460","4","Inmation Technology "
"2722","460","4","Technical Support "
"2723","460","4","Git"
"2724","460","4","Security"
"2725","460","4","SQL"
"2726","9","4","SAN "
"2727","9","4","Market Intelligence"
"2728","9","4","JavaSE"
"2729","9","4","API management"
"2730","9","4","Electronic Lab Notebooks "
"2731","332","1","Programming "
"2732","332","1","Sales"
"2733","332","1","Linux "
"2734","332","1","C++"
"2735","332","1","Public Speaking"
"2736","153","6","Enterprise Software"
"2737","153","6","Bootstrap "
"2738","153","6","Agile "
"2739","153","6","Financial Modeling "
"2740","153","6","Web Services "
"2741","153","6","Hospitals "
"2742","153","6","Business Strategy"
"2743","153","6","Healthcare Inmation Technology "
"2744","153","6",NA
"2745","153","6","Personal Training "
"2746","462","5","Risk Management "
"2747","462","5","Equities "
"2748","462","5","Working with Physicians"
"2749","462","5","Business Process Design "
"2750","462","5","Operations Management "
"2751","462","5","Chemistry "
"2752","462","5","SAP "
"2753","462","5","Healthcare Consulting"
"2754","462","5","Business Process "
"2755","462","5","JCAHO "
"2756","472","1","Git "
"2757","472","1","Strategic Planning"
"2758","472","1","JavaScript "
"2759","472","1","SQL "
"2760","472","1","Foundation "
"2761","203","3","Internet Protocol Suite (TCP/IP)"
"2762","203","3","Making Things Work "
"2763","203","3","Spring "
"2764","203","3","Windows Server "
"2765","203","3","Qt Creator"
"2766","381","5","Sybase "
"2767","381","5","Offshore Software Development "
"2768","381","5","Banking "
"2769","381","5","Selling "
"2770","381","5","Software Engineering "
"2771","381","5","Microsoft Office"
"2772","381","5","Inpatient Care "
"2773","381","5","Market Data "
"2774","381","5","Healthcare Consulting"
"2775","381","5","E-commerce "
"2776","220","1","Pair Programming "
"2777","220","1","Data Analysis"
"2778","220","1","Rails "
"2779","220","1","Foundation "
"2780","220","1","TDD "
"2781","192","5","Case Management "
"2782","192","5","Medicine "
"2783","192","5","IT Strategy "
"2784","192","5","Genetics "
"2785","192","5","R&D "
"2786","192","5","Case Managment "
"2787","192","5","LIMS "
"2788","192","5","Virtualization "
"2789","192","5","Go-to-market Strategy "
"2790","192","5","Unified Communications "
"2791","361","5","E-commerce "
"2792","361","5","Analysis "
"2793","361","5","Management Consulting "
"2794","361","5","PMO "
"2795","361","5","Professional Services "
"2796","361","5","Product Marketing "
"2797","361","5","Quality Assurance "
"2798","361","5","DNA sequencing "
"2799","361","5","Project Management "
"2800","361","5","Microsoft Office"
"2801","72","3","CUDA"
"2802","72","3","iOS Development "
"2803","72","3","Python "
"2804","72","3","C++     C++"
"2805","72","3","PLC Programming"
"2806","38","3","Technical Support"
"2807","38","3","Digital Signal Processors "
"2808","38","3","SharePoint "
"2809","38","3","Supervisory Skills "
"2810","38","3","Hardware"
"2811","167","4","Java EE"
"2812","167","4","Vendor Management "
"2813","167","4","Program Management "
"2814","167","4","Business Process Improvement "
"2815","167","4",".NET"
"2816","287","2","Space Systems "
"2817","287","2","Require Analysis "
"2818","287","2","Mac"
"2819","287","2","Mac"
"2820","287","2",NA
"2821","21","2","Microsoft Word "
"2822","21","2","Microsoft Word "
"2823","21","2","Servers "
"2824","21","2","Research "
"2825","21","2","Data Analysis "
"2826","114","3","Teamwork "
"2827","114","3","PLC Programming"
"2828","114","3","C++     C++"
"2829","114","3","Qt Creator"
"2830","114","3","VHDL "
"2831","186","4","LIMS "
"2832","186","4","Event Storming"
"2833","186","4","PMP"
"2834","186","4","Program Evaluation "
"2835","186","4","Security"
"2836","500","3","Visual Studio "
"2837","500","3","Project Management"
"2838","500","3","Data Analysis "
"2839","500","3","Embedded Systems "
"2840","500","3","Data Analysis "
"2841","228","4","Inmation Technology "
"2842","228","4","IntelliJ IDEA"
"2843","228","4","Ruby"
"2844","228","4","Servers "
"2845","228","4","Grant Writing "
"2846","82","2","Microsoft PowerPoint "
"2847","82","2","Biotechnology"
"2848","82","2","Pharmaceutical Industry "
"2849","82","2","Java"
"2850","82","2","VPN"
"2851","430","6","Medical Imaging "
"2852","430","6","Management "
"2853","430","6","Fitness "
"2854","430","6","Databases "
"2855","430","6","Healthcare Industry "
"2856","430","6","HL "
"2857","430","6","Change Management "
"2858","430","6","Team Building"
"2859","430","6","Clinical Research "
"2860","430","6","Six Sigma "
"2861","426","4","Servers "
"2862","426","4","node,js"
"2863","426","4","Electronic Lab Notebooks "
"2864","426","4","Multithreading"
"2865","426","4","Domain-Driven Design (DDD)"
"2866","42","4","Permance Tuning"
"2867","42","4","Python"
"2868","42","4","Problem Solving "
"2869","42","4","Vaccines"
"2870","42","4","Grant Writing "
"2871","474","4","Troubleshooting"
"2872","474","4","Infrastructure "
"2873","474","4","Agile Methodologies"
"2874","474","4","Microsoft Office"
"2875","474","4","MVVM"
"2876","269","5","Case Management "
"2877","269","5","Offshore Software Development "
"2878","269","5","ERP "
"2879","269","5","Solution Selling "
"2880","269","5","SDLC "
"2881","269","5","Situational Leadership "
"2882","269","5","Solution Architecture "
"2883","269","5","Solution Selling "
"2884","269","5","Biochemistry "
"2885","269","5","Commercialization"
"2886","434","5","Software Project Management "
"2887","434","5","Project Management "
"2888","434","5","Pharmaceutical Industry "
"2889","434","5","Managed Services "
"2890","434","5","Commercialization"
"2891","434","5","Sequencing "
"2892","434","5","SaaS "
"2893","434","5","DNA "
"2894","434","5","Cloud Computing "
"2895","434","5","DNA sequencing "
"2896","455","2","Accounting "
"2897","455","2","Microsoft Excel"
"2898","455","2","Systems Engineering "
"2899","455","2","Telelogic DOORS "
"2900","455","2","Computer Hardware"
"2901","265","6","Change Management "
"2902","265","6","UML "
"2903","265","6","HTML "
"2904","265","6","XML "
"2905","265","6","Banking "
"2906","265","6","Product Management "
"2907","265","6","Team Building"
"2908","265","6","Clinical Research "
"2909","265","6","Software Design "
"2910","265","6","Business Strategy"
"2911","101","2","Databases "
"2912","101","2","Troubleshooting"
"2913","101","2","Java"
"2914","101","2","Operational Risk Management "
"2915","101","2","Financial Reporting "
"2916","24","3","Debugging"
"2917","24","3","MFC"
"2918","24","3","Electronics "
"2919","24","3","Management"
"2920","24","3","Social Networking "
"2921","463","2","Microsoft Word "
"2922","463","2","Sarbanes-Oxley Act "
"2923","463","2","Microsoft Outlook "
"2924","463","2","Systems Engineering "
"2925","463","2","Active Directory"
"2926","303","2","Access"
"2927","303","2","Networking "
"2928","303","2","Microsoft PowerPoint "
"2929","303","2","Customer Service"
"2930","303","2","Dreamweaver"
"2931","291","1","Programming "
"2932","291","1","JSON "
"2933","291","1","Enzyme "
"2934","291","1","Leadership"
"2935","291","1","HTML "
"2936","74","5","Commercialization"
"2937","74","5","Risk Management "
"2938","74","5","Business Process "
"2939","74","5","R&D "
"2940","74","5","Analysis "
"2941","74","5","Working with Physicians"
"2942","74","5","Nursing "
"2943","74","5","Biochemistry "
"2944","74","5","IT Strategy "
"2945","74","5","Chemistry "
"2946","31","5","JCAHO "
"2947","31","5","Healthcare Inmation Technology "
"2948","31","5","Investment Banking"
"2949","31","5","Healthcare Consulting"
"2950","31","5","Drug Discovery "
"2951","31","5","Start-ups "
"2952","31","5","Integration "
"2953","31","5","Data Center "
"2954","31","5","Molecular Biology "
"2955","31","5","Molecular Biology "
"2956","295","1","C++"
"2957","295","1","ReactJS "
"2958","295","1",NA
"2959","295","1","Linux "
"2960","295","1","Pair Programming "
"2961","110","5","Technology Transfer "
"2962","110","5","Solution Architecture "
"2963","110","5","Business Process Re-engineering"
"2964","110","5","Software "
"2965","110","5","Pharmaceuticals "
"2966","110","5","Healthcare Inmation Technology (HIT) "
"2967","110","5","SAP R/ "
"2968","110","5","Solution Architecture"
"2969","110","5","Life Sciences "
"2970","110","5","Utilization Management "
"2971","80","5","CRM "
"2972","80","5","Healthcare Consulting"
"2973","80","5","Strategic Partnerships "
"2974","80","5","Cloud Computing "
"2975","80","5","Business Process "
"2976","80","5","Genetics "
"2977","80","5","SAP "
"2978","80","5","Financial Risk "
"2979","80","5","Cisco Technologies "
"2980","80","5","Enterprise Architecture "
"2981","432","2","VNC"
"2982","432","2","Servers "
"2983","432","2","Data Analysis "
"2984","432","2","Research "
"2985","432","2","Require Analysis "
"2986","99","1","Karma "
"2987","99","1","Time Management "
"2988","99","1","Web Development "
"2989","99","1","TDD "
"2990","99","1","Leadership"
"2991","321","2","Operational Risk Management "
"2992","321","2","Auditing "
"2993","321","2","Pharmaceutical Industry "
"2994","321","2","Dameware"
"2995","321","2","Databases "
"2996","107","1","ReactJS "
"2997","107","1","HTML "
"2998","107","1","ReactJS "
"2999","107","1","Sinatra "
"3000","107","1","Leadership "
"3001","369","3","SQL "
"3002","369","3","Visual Studio "
"3003","369","3","Debugging"
"3004","369","3","HTML "
"3005","369","3","Python "
"3006","64","1","Pair Programming "
"3007","64","1","Ruby     Ruby"
"3008","64","1","Laboratory Inmation Management System (LIMS)"
"3009","64","1","Public Speaking"
"3010","64","1","JavaScript "
"3011","258","2","Software Installation"
"3012","258","2","Internal Controls "
"3013","258","2","Financial Reporting "
"3014","258","2","Earned Value Management "
"3015","258","2","Software Installation"
"3016","316","2","Windows XP     Windows XP"
"3017","316","2","Healthcare"
"3018","316","2","VPN"
"3019","316","2","Servers "
"3020","316","2","Technical Support "
"3021","255","6","Cloud Computing "
"3022","255","6","BPM "
"3023","255","6","IT Strategy "
"3024","255","6","Web Applications "
"3025","255","6","Risk Management "
"3026","255","6","Management "
"3027","255","6","Architecture "
"3028","255","6","Change Management "
"3029","255","6","EAI "
"3030","255","6","Change Management "
"3031","50","5","Genomics "
"3032","50","5","Selling "
"3033","50","5","Program/Project Management "
"3034","50","5","Software "
"3035","50","5","Healthcare "
"3036","50","5","Competitive Analysis"
"3037","50","5","Inpatient"
"3038","50","5","ERP "
"3039","50","5","Clinical Research "
"3040","50","5","FDA "
"3041","246","1","Jasmine "
"3042","246","1","Visual Basic  Applications (VBA) "
"3043","246","1","Management"
"3044","246","1","Enzyme "
"3045","246","1","Jasmine "
"3046","97","4","SharePoint"
"3047","97","4","Microsoft Office"
"3048","97","4","Sales"
"3049","97","4","Vmware"
"3050","97","4","Maven"
"3051","450","3","Amazon Web Services (AWS)"
"3052","450","3","VPN "
"3053","450","3","Social Networking "
"3054","450","3","SharePoint "
"3055","450","3","MySQL "
"3056","331","3","Microsoft Exchange"
"3057","331","3","Public Speaking "
"3058","331","3","Matlab Compiler SDK"
"3059","331","3","Tortoise SVN"
"3060","331","3","Supervisory Skills "
"3061","200","3","Big Data"
"3062","200","3","Software Installation "
"3063","200","3","Data Analysis "
"3064","200","3","Swift "
"3065","200","3","Supervisory Skills "
"3066","465","3","Virtual Private Network (VPN)"
"3067","465","3","Electronics "
"3068","465","3","Ruby on Rails "
"3069","465","3","CSS "
"3070","465","3","Windows Server  R "
"3071","134","5","Physicians "
"3072","134","5","Chemistry "
"3073","134","5","Partner Management "
"3074","134","5","Partner Management "
"3075","134","5","Product Development "
"3076","134","5","Data Mining "
"3077","134","5","Market Data "
"3078","134","5","JCAHO "
"3079","134","5","Organizational Design"
"3080","134","5","Portfolio Management "
"3081","366","4",NA
"3082","366","4","Amazon Web Services (AWS)"
"3083","366","4","Cloud Computing"
"3084","366","4","Troubleshooting"
"3085","366","4","Redhat OpenShift"
"3086","452","4","Infrastructure "
"3087","452","4","VMware vSphere"
"3088","452","4","Ant"
"3089","452","4","Site Reliability"
"3090","452","4","DevOps"
"3091","53","3","Machine Learning "
"3092","53","3","Public Speaking "
"3093","53","3","Remote Desktop Manager "
"3094","53","3","HP Procurve Networking "
"3095","53","3","PLC Programming"
"3096","73","2","SQL "
"3097","73","2","Microsoft Excel"
"3098","73","2","Troubleshooting "
"3099","73","2","Mac OS X "
"3100","73","2","Software Documentation "
"3101","494","2","Technical Support "
"3102","494","2","Microsoft Word "
"3103","494","2","Telelogic DOORS "
"3104","494","2","Microsoft Excel "
"3105","494","2","Avaya"
"3106","358","6","Enterprise Software"
"3107","358","6","EHR "
"3108","358","6","Lean Manufacturing "
"3109","358","6","Business Management "
"3110","358","6","EMR "
"3111","358","6","Marketing "
"3112","358","6","AngularJS "
"3113","358","6","Social Media Marketing "
"3114","358","6","Scrum "
"3115","358","6","Data Analysis"
"3116","312","2","Dreamweaver"
"3117","312","2","Servers "
"3118","312","2","Financial Analysis "
"3119","312","2","Microsoft Excel"
"3120","312","2","Financial Reporting "
"3121","43","5","Product Management "
"3122","43","5","Pharmaceutical Industry "
"3123","43","5","Competitive Analysis"
"3124","43","5","Drug Discovery "
"3125","43","5","Software "
"3126","43","5","Program Management "
"3127","43","5","Process Improvement "
"3128","43","5","Solution Architecture"
"3129","43","5","Pharmaceutical Industry "
"3130","43","5","Strategic Planning "
"3131","20","2","Remote Desktop "
"3132","20","2","Pharmaceutical Industry "
"3133","20","2","Public Speaking "
"3134","20","2","Space Systems "
"3135","20","2","Pharmaceutical Industry "
"3136","495","5","Science "
"3137","495","5","Integration "
"3138","495","5","Genetics "
"3139","495","5","Business Alliances "
"3140","495","5","Sales Process "
"3141","495","5","Team Building "
"3142","495","5","Laboratory Automation "
"3143","495","5","SAP "
"3144","495","5","JCAHO "
"3145","495","5","Case Managment "
"3146","453","1","Entrepreneurship"
"3147","453","1","SQL "
"3148","453","1","Linux "
"3149","453","1","Git "
"3150","453","1","Linux "
"3151","10","2","Accounts Receivable "
"3152","10","2","Software Documentation "
"3153","10","2","Sarbanes-Oxley "
"3154","10","2","Project Management"
"3155","10","2","Remote Desktop "
"3156","461","4","C++"
"3157","461","4","Strategic Planning "
"3158","461","4","MongoDB"
"3159","461","4","PMP"
"3160","461","4",".NET"
"3161","420","6","Microsoft Excel "
"3162","420","6","Product Management "
"3163","420","6",".NET "
"3164","420","6","Inmation Technology "
"3165","420","6","Financial Analysis "
"3166","420","6","Management     Management"
"3167","420","6","Operational Excellence "
"3168","420","6","Management     Management"
"3169","420","6","Financial Analysis"
"3170","420","6","Management Consulting "
"3171","113","1","Jasmine "
"3172","113","1","CSS "
"3173","113","1","Research"
"3174","113","1","PowerPoint"
"3175","113","1","Microsoft Office"
"3176","17","1","Java "
"3177","17","1","Research"
"3178","17","1","Sales"
"3179","17","1","Strategic Planning"
"3180","17","1","Process Improvement"
"3181","148","6","Small Business "
"3182","148","6","Budgets "
"3183","148","6","Software Engineering"
"3184","148","6","Scrum "
"3185","148","6","Healthcare"
"3186","148","6","Leadership "
"3187","148","6","Medical Imaging "
"3188","148","6","Business Consulting "
"3189","148","6","Business Strategy"
"3190","148","6","Team Building "
"3191","429","3","Internet Protocol Suite (TCP/IP)"
"3192","429","3","Budget Management"
"3193","429","3","Real-time Data Acquisition"
"3194","429","3","Tortoise SVN"
"3195","429","3","Verilog "
"3196","219","1","Linux "
"3197","219","1","Java "
"3198","219","1","PowerPoint"
"3199","219","1","Sales"
"3200","219","1","Public Speaking"
"3201","470","4","Security"
"3202","470","4","JSON"
"3203","470","4","GOLANG"
"3204","470","4","Business Intelligence"
"3205","470","4","Software Design Patterns"
"3206","172","1","Enzyme "
"3207","172","1","Karma "
"3208","172","1","Enzyme "
"3209","172","1","C++"
"3210","172","1","Event Planning "
"3211","270","3","JavaScript "
"3212","270","3","Microsoft Exchange"
"3213","270","3","Image Processing "
"3214","270","3","Public Speaking "
"3215","270","3","Hardware"
"3216","143","4","JavaScript"
"3217","143","4","Domain-Driven Design (DDD)"
"3218","143","4","Technical Support "
"3219","143","4","Web servers (Apache)"
"3220","143","4","Business Intelligence"
"3221","149","4","Six Sigma"
"3222","149","4","Validation "
"3223","149","4","JSON"
"3224","149","4","Business Intelligence"
"3225","149","4","Require Analysis "
"3226","260","1","Pair Programming "
"3227","260","1","Enzyme "
"3228","260","1","JSON "
"3229","260","1","Strategic Planning"
"3230","260","1","Statistics "
"3231","284","6","Healthcare Inmation Technology "
"3232","284","6","Analysis     Analysis"
"3233","284","6","Fitness "
"3234","284","6","Web Applications "
"3235","284","6","EHR "
"3236","284","6","Product Management "
"3237","284","6","Clinical Research "
"3238","284","6","Operational Excellence "
"3239","284","6","Agile "
"3240","284","6","Business Operations "
"3241","334","3","Amazon Dynamodb "
"3242","334","3","Node.js "
"3243","334","3","Hardware"
"3244","334","3","VHDL "
"3245","334","3","Leadership"
"3246","235","3","Django "
"3247","235","3","Disaster Recovery "
"3248","235","3","Leadership"
"3249","235","3","Machine Learning "
"3250","235","3","CSS "
"3251","438","6","Software Engineering"
"3252","438","6","Enterprise Software"
"3253","438","6","C++ "
"3254","438","6","Healthcare "
"3255","438","6","Wellness "
"3256","438","6","Product Management "
"3257","438","6","HL "
"3258","438","6","Radiology "
"3259","438","6","Financial Risk "
"3260","438","6","PACS "
"3261","294","5","Testing "
"3262","294","5","ERP "
"3263","294","5","Business Transmation "
"3264","294","5","Medicare "
"3265","294","5","Healthcare "
"3266","294","5","Unified Communications "
"3267","294","5","Healthcare Inmation Technology "
"3268","294","5","ACO "
"3269","294","5","Solution Architecture "
"3270","294","5","Bioinmatics "
"3271","241","5","LIMS "
"3272","241","5","Utilization Management "
"3273","241","5","Virtualization "
"3274","241","5","Physician Relations "
"3275","241","5","Investment Banking"
"3276","241","5","Hospitals "
"3277","241","5","Electronic Medical Record (EMR)"
"3278","241","5","Cloud Computing "
"3279","241","5","Pharmaceutical Industry "
"3280","241","5","Business Process Improvement "
"3281","217","1","Teamwork "
"3282","217","1","Team Leadership"
"3283","217","1","Programming "
"3284","217","1","TDD "
"3285","217","1","Github "
"3286","466","2","Management "
"3287","466","2","Accounting "
"3288","466","2","Mac OS X "
"3289","466","2","Servers "
"3290","466","2","Windows XP     Windows XP"
"3291","362","1","Management"
"3292","362","1","Ruby     Ruby"
"3293","362","1","Sales"
"3294","362","1","Mathematical Modeling "
"3295","362","1","HTML "
"3296","118","4","SharePoint "
"3297","118","4","Technical Support "
"3298","118","4","Amazon Web Services (AWS)"
"3299","118","4","SAN "
"3300","118","4","Qualitative Research "
"3301","459","5","Inpatient Care "
"3302","459","5","Project Management "
"3303","459","5","Pharmaceuticals "
"3304","459","5","SAP "
"3305","459","5","Working with Physicians"
"3306","459","5","Wireless "
"3307","459","5","Perl "
"3308","459","5","Pre-sales "
"3309","459","5","Genomics "
"3310","459","5","Life Sciences "
"3311","394","4","Vmware"
"3312","394","4","Research     Research"
"3313","394","4","Agile Methodologies "
"3314","394","4","Cloud Foundry"
"3315","394","4","Grant Writing "
"3316","288","5","Financial Risk "
"3317","288","5","Team Building "
"3318","288","5","Staff Development "
"3319","288","5","Sales Enablement "
"3320","288","5","Business Intelligence "
"3321","288","5","Team Building "
"3322","288","5","Professional Services "
"3323","288","5","Validation "
"3324","288","5","Process Improvement "
"3325","288","5","Databases"
"3326","91","2","Technical Support "
"3327","91","2","COSO Framework "
"3328","91","2","Risk Management "
"3329","91","2","COSO Framework "
"3330","91","2","Windows XP     Windows XP"
"3331","448","2","Microsoft PowerPoint "
"3332","448","2","Operational Risk Management "
"3333","448","2","Customer Service"
"3334","448","2","Troubleshooting"
"3335","448","2","Project Management"
"3336","444","6","Architecture "
"3337","444","6","Mobile Applications "
"3338","444","6","Finance "
"3339","444","6","Enterprise Software"
"3340","444","6","Healthcare "
"3341","444","6","Social Networking "
"3342","444","6","Public Speaking "
"3343","444","6","Healthcare "
"3344","444","6","Strategy "
"3345","444","6","System Architecture"
"3346","383","6","Management Consulting "
"3347","383","6","Product Launch "
"3348","383","6","Hospitals "
"3349","383","6","Credit Risk "
"3350","383","6","Scrum "
"3351","383","6","HL "
"3352","383","6","Product Management "
"3353","383","6","Business Operations "
"3354","383","6","Product Management "
"3355","383","6","AJAX "
"3356","179","2","Access"
"3357","179","2","Microsoft Outlook "
"3358","179","2","Research "
"3359","179","2","Accounting "
"3360","179","2","COSO Framework "
"3361","65","2","Troubleshooting "
"3362","65","2","Computer Hardware"
"3363","65","2","Software Documentation "
"3364","65","2","Troubleshooting "
"3365","65","2","Dameware"
"3366","307","3","Data Visualization "
"3367","307","3","Git"
"3368","307","3","MongoDB "
"3369","307","3","iOS Development "
"3370","307","3","Networking "
"3371","8","1","Process Improvement"
"3372","8","1","Teamwork "
"3373","8","1","ReactJS "
"3374","8","1","Visual Basic  Applications (VBA) "
"3375","8","1","Enzyme "
"3376","86","4","Pharmaceutical Industry "
"3377","86","4","Inmation Technology "
"3378","86","4","Vendor Management "
"3379","86","4","VMware ESX "
"3380","86","4","Java EE"
"3381","317","4","Amazon Web Services (AWS)"
"3382","317","4","Cloud Foundry"
"3383","317","4","Networking"
"3384","317","4","Scientific Data Management"
"3385","317","4","Business Analysis "
"3386","336","1","Java "
"3387","336","1","Leadership"
"3388","336","1","Teamwork "
"3389","336","1","Karma "
"3390","336","1","Programming "
