"","ID","Title_Level","l"
"964","59","1","Statistics "
"965","59","1","Objective-C "
"966","431","4","SharePoint"
"967","431","4","Research     Research"
"968","431","4","LIMS "
"969","431","4","Web servers (Apache)"
"970","431","4","Python"
"971","456","5","Utilization Management "
"972","456","5","SDLC "
"973","456","5","Sales Process "
"974","456","5","Bioinmatics "
"975","456","5","Business Analysis "
"976","456","5","Molecular Biology "
"977","456","5","Validation "
"978","456","5","FDA "
"979","456","5","Wealth Management Services "
"980","456","5","Physician Relations "
"981","445","1","Laboratory Inmation Management System (LIMS)"
"982","445","1","Object-Oriented Programming (OOP) "
"983","445","1","TDD "
"984","445","1","Process Improvement"
"985","445","1","JSON "
"986","400","4","Web servers (Apache)"
"987","400","4","Gradle"
"988","400","4","Six Sigma"
"989","400","4","JavaScript"
"990","400","4","Servers "
"991","168","5","Portfolio Management "
"992","168","5","Technology Transfer "
"993","168","5","Healthcare Management "
"994","168","5","Agile Methodologies "
"995","168","5","Program/Project Management "
"996","168","5","Data Management"
"997","168","5","Leadership"
"998","168","5","Public Speaking "
"999","168","5","LIMS "
"1000","168","5","FDA "
"1001","183","2","Auditing "
"1002","183","2","DoDAF "
"1003","183","2","Management "
"1004","183","2","Technical Support "
"1005","183","2","Mac"
"1006","329","3","Spring "
"1007","329","3","MFC"
"1008","329","3","CUDA"
"1009","329","3","VTK"
"1010","329","3","VMware vSphere"
"1011","18","3","Django "
"1012","18","3","VMware Infrastructure"
"1013","18","3","VHDL "
"1014","18","3","Paraview"
"1015","18","3","CUDA"
"1016","14","6","Strategy "
"1017","14","6","Business Development "
"1018","14","6","Business Analysis "
"1019","14","6","SQL "
"1020","14","6","Software Design "
"1021","14","6","EMR "
"1022","14","6","SDLC "
"1023","14","6","Hospitals "
"1024","14","6","Business Management "
"1025","14","6",".Net Workflow "
"1026","85","5","EHR "
"1027","85","5","SaaS "
"1028","85","5","Perl "
"1029","85","5","Telepresence "
"1030","85","5","Cheminmatics "
"1031","85","5","Team Building "
"1032","85","5","Physician Relations "
"1033","85","5","Healthcare Industry "
"1034","85","5","ACO "
"1035","85","5","Computational Biology "
"1036","33","2","VNC"
"1037","33","2","Software Documentation "
"1038","33","2","COSO Framework "
"1039","33","2","Microsoft Word "
"1040","33","2","Accounting "
"1041","120","4","Heroku"
"1042","120","4","PaaS"
"1043","120","4","Market Intelligence"
"1044","120","4","Public Health "
"1045","120","4","Certified Project Manager "
"1046","443","5","Investment Banking"
"1047","443","5","Physicians "
"1048","443","5","Hospitals "
"1049","443","5","Management "
"1050","443","5","EMR"
"1051","443","5","Selling "
"1052","443","5","SAP "
"1053","443","5","Electronic Medical Record (EMR)"
"1054","443","5","Disease Management "
"1055","443","5","Healthcare Inmation Technology (HIT) "
"1056","58","4","OpenStack"
"1057","58","4","Chef"
"1058","58","4","Cloud Computing"
"1059","58","4","ITIL "
"1060","58","4","MVC"
"1061","83","6","Hospitals "
"1062","83","6","Databases "
"1063","83","6","Require Analysis s"
"1064","83","6","Operational Excellence "
"1065","83","6","HTML "
"1066","83","6","Business Operations "
"1067","83","6","Design Strategies "
"1068","83","6","Business Strategy "
"1069","83","6","Product Development S"
"1070","83","6","Application Architecture "
"1071","154","4","Vaccines"
"1072","154","4","Financial Projection"
"1073","154","4","VMware vSphere"
"1074","154","4","LIMS "
"1075","154","4","Go"
"1076","222","3","Networking "
"1077","222","3","Active Directory "
"1078","222","3","HTML "
"1079","222","3","Electronics "
"1080","222","3","iOS Development "
"1081","412","3","NoSQL "
"1082","412","3","Matlab Compiler SDK"
"1083","412","3","Internet Protocol Suite (TCP/IP)"
"1084","412","3","Supervisory Skills "
"1085","412","3","HTML "
"1086","111","1","Ruby     Ruby"
"1087","111","1","Sinatra "
"1088","111","1","Rails "
"1089","111","1","Public Speaking"
"1090","111","1","SQL "
"1091","213","4","Qualitative Research "
"1092","213","4","Agile Methodologies "
"1093","213","4","Public Health "
"1094","213","4","Six Sigma"
"1095","213","4","WCF"
"1096","479","1","ReactJS "
"1097","479","1","Event Planning "
"1098","479","1","Web Development "
"1099","479","1","Leadership "
"1100","479","1","CSS "
"1101","352","2","Software Documentation "
"1102","352","2","Earned Value Management "
"1103","352","2","Troubleshooting "
"1104","352","2","Access"
"1105","352","2","Remote Desktop "
"1106","132","3","Verilog "
"1107","132","3","Tortoise SVN"
"1108","132","3","DHCP "
"1109","132","3","Node.js "
"1110","132","3","Management"
"1111","234","4","SAN "
"1112","234","4","Security"
"1113","234","4","BOSH"
"1114","234","4","NoSQL(CouchDB, MongoDB, Memcached)"
"1115","234","4","Competitive Intelligence"
"1116","397","1","Karma "
"1117","397","1","C++"
"1118","397","1","Pair Programming "
"1119","397","1","Entrepreneurship"
"1120","397","1","Jasmine "
"1121","396","1","Pair Programming "
"1122","396","1","Git "
"1123","396","1","SQL "
"1124","396","1","Linux "
"1125","396","1","Teamwork "
"1126","155","4","IT Management "
"1127","155","4","Microsoft Office"
"1128","155","4","Agile Methodologies"
"1129","155","4","SharePoint"
"1130","155","4","MVVM"
"1131","375","6","Risk Management "
"1132","375","6","Workflow "
"1133","375","6","Business Management "
"1134","375","6","Workflow "
"1135","375","6","New Business Development "
"1136","375","6","AJAX "
"1137","375","6","Bootstrap "
"1138","375","6","Microsoft Excel "
"1139","375","6","Business Process Improvement "
"1140","375","6","Software Design "
"1141","309","4","Infrastructure "
"1142","309","4","Data Management "
"1143","309","4","Program Evaluation "
"1144","309","4","Wicket"
"1145","309","4","VMware ESX"
"1146","481","6","Application Development "
"1147","481","6","Software Engineering"
"1148","481","6","Entrepreneurship "
"1149","481","6","Software Design "
"1150","481","6","Healthcare Inmation Technology "
"1151","481","6","Entrepreneurship "
"1152","481","6","Mergers & Acquisitions "
"1153","481","6","Integration "
"1154","481","6","Business Process Automation "
"1155","481","6","Healthcare "
"1156","41","6","Business Consulting "
"1157","41","6","Financial Modeling "
"1158","41","6","Design Strategies "
"1159","41","6",".Net Workflow "
"1160","41","6","Risk Management "
"1161","41","6","Bootstrap "
"1162","41","6","Require Analysis s"
"1163","41","6","Analytics "
"1164","41","6","Web Applications "
"1165","41","6","Enterprise Architecture "
"1166","5","1","Microsoft Excel"
"1167","5","1","JSON "
"1168","5","1","JavaScript "
"1169","5","1","Process Improvement"
"1170","5","1","SQL "
"1171","109","6","Six Sigma "
"1172","109","6","Healthcare "
"1173","109","6","Data Analysis"
"1174","109","6","Programming "
"1175","109","6","Finance "
"1176","109","6","Six Sigma "
"1177","109","6","P&L Management "
"1178","109","6","Management "
"1179","109","6","XML "
"1180","109","6","Mobile Applications "
"1181","313","4","Application Servers (JBoss, WebSphere, WebLogic, Tomcat)"
"1182","313","4","Go"
"1183","313","4","Financial Modeling"
"1184","313","4","Financial Projection"
"1185","313","4","JIRA "
"1186","249","4","Functional Programming"
"1187","249","4","DevOps"
"1188","249","4","Functional Programming"
"1189","249","4","Ant"
"1190","249","4","SDLC "
"1191","47","4","Spring"
"1192","47","4","Program Development "
"1193","47","4","WCF"
"1194","47","4","Eclipse Memory Analyzer"
"1195","47","4","JIRA "
"1196","131","1","SQL "
"1197","131","1","CSS "
"1198","131","1","Data Analysis"
"1199","131","1","Team Leadership"
"1200","131","1","Team Leadership"
"1201","411","6","Global Marketing "
"1202","411","6","BPM "
"1203","411","6","Healthcare Inmation Technology "
"1204","411","6","Healthcare"
"1205","411","6","Business Strategy"
"1206","411","6","Management "
"1207","411","6","Web Services "
"1208","411","6","ASP.NET "
"1209","411","6","Competitive Analysis "
"1210","411","6","Competitive Analysis "
"1211","326","6","Strategy "
"1212","326","6","Marketing "
"1213","326","6","Budgets "
"1214","326","6","Social Media "
"1215","326","6","Program Management "
"1216","326","6","Enterprise Architecture "
"1217","326","6","SOA "
"1218","326","6","AJAX "
"1219","326","6","Social Media "
"1220","326","6","Radiology "
"1221","244","6","DICOM"
"1222","244","6","P&L Management "
"1223","244","6","Acquisition Integration "
"1224","244","6","HTML "
"1225","244","6","Sales "
"1226","244","6","System Architecture"
"1227","244","6","Cloud Computing "
"1228","244","6","jQuery UI "
"1229","244","6","Software Project Management "
"1230","244","6","Strategy "
"1231","353","3","Spring "
"1232","353","3","Internet Protocol Suite (TCP/IP)"
"1233","353","3","JavaScript "
"1234","353","3","Electronics "
"1235","353","3","Digital Signal Processors "
"1236","490","3","Networking "
"1237","490","3","Tortoise SVN"
"1238","490","3","Qt"
"1239","490","3","Software Architectural Design "
"1240","490","3","Computer Vision"
"1241","315","5","Financial Risk "
"1242","315","5","Inpatient"
"1243","315","5","Start-ups "
"1244","315","5","Medicine "
"1245","315","5","DNA "
"1246","315","5","Selling "
"1247","315","5","Wireless "
"1248","315","5","DNA "
"1249","315","5","Data Management"
"1250","315","5","EHR "
"1251","340","6","Software Development "
"1252","340","6","Product Launch "
"1253","340","6","Enterprise Software "
"1254","340","6","Application Development "
"1255","340","6","HIPAA "
"1256","340","6","SQL Server "
"1257","340","6","Business Process Improvement "
"1258","340","6","Microsoft Excel "
"1259","340","6","Application Development "
"1260","340","6","Business Strategy"
"1261","409","3","Troubleshooting "
"1262","409","3","Node.js "
"1263","409","3","DHCP "
"1264","409","3","Github"
"1265","409","3","VTK"
"1266","311","2","Sarbanes-Oxley Act "
"1267","311","2","Operational Risk Management "
"1268","311","2","OS X "
"1269","311","2","Dameware"
"1270","311","2","Customer Service"
"1271","379","4","Chef"
"1272","379","4","Ruby on Rails"
"1273","379","4","Electronic Lab Notebooks "
"1274","379","4","IT Management "
"1275","379","4","IntelliJ IDEA"
"1276","26","2","Troubleshooting "
"1277","26","2","Sarbanes-Oxley "
"1278","26","2","Networking "
"1279","26","2","Project Management"
"1280","26","2","Operational Risk Management "
"1281","198","4","Public Health "
"1282","198","4","Project Portfolio Management "
"1283","198","4","Microsoft Office"
"1284","198","4","Competitive Intelligence"
"1285","198","4","WCF"
"1286","344","5","Commercialization"
"1287","344","5","Product Marketing "
"1288","344","5","Product Marketing "
"1289","344","5","Wireless "
"1290","344","5","Business Analysis "
"1291","344","5","Software Engineering "
"1292","344","5","Business Process Design "
"1293","344","5","Healthcare Inmation Technology "
"1294","344","5","PMO "
"1295","344","5","Agile Methodologies "
"1296","308","2","Financial Reporting "
"1297","308","2","Dreamweaver"
"1298","308","2","Public Speaking "
"1299","308","2","Windows XP     Windows XP"
"1300","308","2","SQL "
"1301","389","6","Lean Manufacturing "
"1302","389","6","Technical Leadership "
"1303","389","6","New Business Development "
"1304","389","6","Software Engineering"
"1305","389","6","Mergers & Acquisitions "
"1306","389","6","Six Sigma "
"1307","389","6","SDLC "
"1308","389","6","Software Development "
"1309","389","6","Application Architecture "
"1310","389","6","EHR "
"1311","164","6","Credit Risk "
"1312","164","6","Strategic Leadership "
"1313","164","6","Business Operations "
"1314","164","6","Training "
"1315","164","6","P&L Management "
"1316","164","6","Software Project Management "
"1317","164","6","Business Process Improvement "
"1318","164","6","Nutrition "
"1319","164","6","ALM "
"1320","164","6","Executive Management "
"1321","94","1","Microsoft Excel "
"1322","94","1","Strategic Planning"
"1323","94","1","Foundation "
"1324","94","1","Social Media "
"1325","94","1","Github "
"1326","410","4","Domain-Driven Design (DDD)"
"1327","410","4","Validation "
"1328","410","4","WPF"
"1329","410","4","Scientific Data Management"
"1330","410","4","Vmware"
"1331","257","1","SQL "
"1332","257","1","Process Improvement"
"1333","257","1","Foundation "
"1334","257","1","Microsoft Excel "
"1335","257","1","Web Development "
"1336","299","3","Disaster Recovery "
"1337","299","3","Internet Protocol Suite (TCP/IP)"
"1338","299","3","SASS "
"1339","299","3","JavaScript "
"1340","299","3","Amazon Web Services (AWS)"
"1341","437","5","Perl "
"1342","437","5","Healthcare Management "
"1343","437","5","Trading Systems "
"1344","437","5","Data Management"
"1345","437","5","Solution Selling "
"1346","437","5","Electronic Medical Record (EMR)"
"1347","437","5","Cloud Computing "
"1348","437","5","Wealth Management Services "
"1349","437","5","Banking "
"1350","437","5","Testing "
"1351","473","4","Software Design Patterns"
"1352","473","4","JIRA "
"1353","473","4","Python"
"1354","473","4","PMP"
"1355","473","4","SharePoint "
"1356","282","6","Scrum "
"1357","282","6","HL "
"1358","282","6","Financial Modeling "
"1359","282","6","Leadership Development "
"1360","282","6","Mergers & Acquisitions "
"1361","282","6","Business Process Improvement "
"1362","282","6","System Architecture"
"1363","282","6","Management     Management"
"1364","282","6","Change Management "
"1365","282","6","Business Intelligence"
"1366","376","4","Pharmaceutical Industry "
"1367","376","4","Business Planning "
"1368","376","4","IT Management "
"1369","376","4","Testing"
"1370","376","4","Event Storming"
"1371","248","5","Project Management "
"1372","248","5","Bioinmatics "
"1373","248","5","Management "
"1374","248","5","Selling "
"1375","248","5","EMR"
"1376","248","5","IT Strategy "
"1377","248","5","Business Alliances "
"1378","248","5","Nursing "
"1379","248","5","Leadership"
"1380","248","5","Risk Management "
"1381","341","6","Team Building "
"1382","341","6","Business Analysis "
"1383","341","6","Healthcare"
"1384","341","6","Training "
"1385","341","6","Analytical Skills "
"1386","341","6","Business Management "
"1387","341","6","Management Consulting "
"1388","341","6",".NET "
"1389","341","6","EHR "
"1390","341","6","Revenue Cycle "
"1391","62","4","Research     Research"
"1392","62","4","Data Analysis "
"1393","62","4","Grant Writing "
"1394","62","4","MongoDB"
"1395","62","4","Bash"
"1396","271","6","Sales "
"1397","271","6","Team Building "
"1398","271","6","Analytics "
"1399","271","6","Cardiology "
"1400","271","6","Healthcare Inmation Technology "
"1401","271","6","Application Development "
"1402","271","6","Bootstrap "
"1403","271","6","Program Management "
"1404","271","6","Web Services "
"1405","271","6","Strategy "
"1406","125","2","SQL "
"1407","125","2","VPN"
"1408","125","2","Microsoft Excel"
"1409","125","2","Access"
"1410","125","2","Troubleshooting "
"1411","324","5","Trading Systems "
"1412","324","5","Healthcare Inmation Technology "
"1413","324","5","Perl "
"1414","324","5","Utilization Management "
"1415","324","5","Data Management"
"1416","324","5","Case Managment "
"1417","324","5","Selling "
"1418","324","5","Cheminmatics "
"1419","324","5","Data Management"
"1420","324","5","Risk Management "
"1421","151","3","Active Directory "
"1422","151","3","Machine Learning "
"1423","151","3","Image Processing "
"1424","151","3","Management"
"1425","151","3","Git"
"1426","407","5","Business Analysis "
"1427","407","5","Agile Methodologies "
"1428","407","5","Life Sciences "
"1429","407","5","Team Building "
"1430","407","5","JCAHO "
"1431","407","5","Healthcare Industry "
"1432","407","5","Integration "
"1433","407","5","CRM "
"1434","407","5","Life Sciences "
"1435","407","5","Selling "
"1436","454","2","Computer Hardware"
"1437","454","2","Computer Hardware"
"1438","454","2","Customer Service "
"1439","454","2","Dreamweaver"
"1440","454","2","Windows XP     Windows XP"
"1441","71","3","ESXi"
"1442","71","3","Consulting "
"1443","71","3","C++     C++"
"1444","71","3","VMware "
"1445","71","3","SharePoint "
"1446","22","4","OpenStack"
"1447","22","4","node,js"
"1448","22","4","LINQ"
"1449","22","4","Cloud Computing"
"1450","22","4","Proxy Servers (Squid, WebSphere)"
"1451","165","4",NA
"1452","165","4","VMware ESX"
"1453","165","4","IntelliJ IDEA"
"1454","165","4","Web servers (Apache)"
"1455","165","4","Market Intelligence"
"1456","115","3","Machine Learning "
"1457","115","3","Github"
"1458","115","3","Qt Creator"
"1459","115","3","VTK"
"1460","115","3","Marketing "
"1461","215","3","Internet Protocol Suite (TCP/IP)"
"1462","215","3","C "
"1463","215","3","Software Development"
"1464","215","3","Social Networking "
"1465","215","3","Making Things Work "
"1466","230","3","Internet Protocol Suite (TCP/IP)"
"1467","230","3","Data Analysis "
"1468","230","3","VMware "
"1469","230","3","Software Installation "
"1470","230","3","Amazon Dynamodb "
"1471","404","5","Technology Transfer "
"1472","404","5","Process Improvement "
"1473","404","5","Outsourcing "
"1474","404","5","Computational Biology "
"1475","404","5","Analysis "
"1476","404","5","SAP R/ "
"1477","404","5","Telecommunications "
"1478","404","5","Product Management "
"1479","404","5","CRM "
"1480","404","5","Pharmaceutical Industry "
"1481","100","2","VNC"
"1482","100","2","Research "
"1483","100","2","Healthcare"
"1484","100","2","OS X "
"1485","100","2","Internal Controls "
"1486","191","1","Rails "
"1487","191","1","Customer Service"
"1488","191","1","Microsoft Word"
"1489","191","1","Management"
"1490","191","1","RSpec "
"1491","142","4","Hibernate"
"1492","142","4","Maven"
"1493","142","4","Cloud Computing"
"1494","142","4","Troubleshooting"
"1495","142","4","Proxy Servers (Squid, WebSphere)"
"1496","485","1","Leadership "
"1497","485","1","Microsoft Office"
"1498","485","1","Karma "
"1499","485","1","Research"
"1500","485","1","Ruby     Ruby"
"1501","197","2","Require Analysis "
"1502","197","2","Internal Controls "
"1503","197","2","Avaya"
"1504","197","2","DoDAF "
"1505","197","2","Internal Controls "
"1506","185","6","Integration "
"1507","185","6","Marketing "
"1508","185","6","Social Media "
"1509","185","6","UML "
"1510","185","6","Business Process Automation "
"1511","185","6","Application Architecture "
"1512","185","6","Entrepreneurship "
"1513","185","6","SDLC "
"1514","185","6","Entrepreneurship "
"1515","185","6","Operations Management "
"1516","328","6","Business Analysis "
"1517","328","6","AJAX "
"1518","328","6","Product Launch "
"1519","328","6","Team Building "
"1520","328","6","Architecture "
"1521","328","6","EHR "
"1522","328","6","Business Analysis "
"1523","328","6","Revenue Cycle "
"1524","328","6","Change Management "
"1525","328","6","Fitness "
"1526","253","3","Github"
"1527","253","3","Servers "
"1528","253","3","Image Processing "
"1529","253","3","VMware vSphere"
"1530","253","3","Python "
"1531","322","4","Multithreading"
"1532","322","4","PaaS"
"1533","322","4","VMware ESX"
"1534","322","4","Agile Methodologies "
"1535","322","4","Management"
"1536","325","3","Amazon Web Services (AWS)"
"1537","325","3","MFC"
"1538","325","3","Data Visualization "
"1539","325","3","Signal Processing "
"1540","325","3","Tortoise SVN"
"1541","468","3","C     C"
"1542","468","3","VMware Infrastructure"
"1543","468","3","Budget Management"
"1544","468","3","Customer Service "
"1545","468","3","VMware ESX "
"1546","342","4","LINQ"
"1547","342","4","MongoDB"
"1548","342","4","Permance Tuning"
"1549","342","4","Validation "
"1550","342","4","Chef"
"1551","204","1","TDD "
"1552","204","1","Sales"
"1553","204","1","Customer Service"
"1554","204","1","TDD "
"1555","204","1","Git "
"1556","129","6","Business Development "
"1557","129","6","Strategic Leadership "
"1558","129","6","System Architecture"
"1559","129","6","Risk Management "
"1560","129","6","Social Media Marketing "
"1561","129","6","Lean Manufacturing "
"1562","129","6","SDLC "
"1563","129","6","IT Strategy "
"1564","129","6","Design Strategies "
"1565","129","6","Web Applications "
"1566","277","1","Leadership"
"1567","277","1","Public Speaking"
"1568","277","1","Web Development "
"1569","277","1","Enzyme "
"1570","277","1","Rails "
"1571","489","5","ERP "
"1572","489","5","Home Care "
"1573","489","5","Start-ups "
"1574","489","5","CRM "
"1575","489","5","Program Management "
"1576","489","5","DNA sequencing "
"1577","489","5","Partner Management "
"1578","489","5","Solution Selling "
"1579","489","5","Physicians "
"1580","489","5","Cloud Computing "
"1581","368","6","C# "
"1582","368","6","Business Analysis "
"1583","368","6","UML "
"1584","368","6","Social Media "
"1585","368","6","Financial Risk "
"1586","368","6","Budgets "
"1587","368","6","IT Strategy "
"1588","368","6","Analytics "
"1589","368","6","Enterprise Architecture "
"1590","368","6","Healthcare Industry "
"1591","79","3","Virtual Private Network (VPN)"
"1592","79","3","Disaster Recovery "
"1593","79","3","Big Data"
"1594","79","3","VMware ESX "
"1595","79","3","Networking "
"1596","54","5","Telepresence "
"1597","54","5","Team Building "
"1598","54","5","Project Management "
"1599","54","5","Genetics "
"1600","54","5","Software Development "
"1601","54","5","Genetics "
"1602","54","5","Inmatics "
"1603","54","5","Drug Discovery "
"1604","54","5","Organizational Design"
"1605","54","5","Management "
"1606","408","3","Python "
"1607","408","3","Servers "
"1608","408","3","Git"
"1609","408","3","Hardware"
"1610","408","3","Windows  "
"1611","372","2","Troubleshooting"
"1612","372","2","Sarbanes-Oxley "
"1613","372","2","Outlook     Outlook"
"1614","372","2",NA
"1615","372","2","VPN"
"1616","421","4","PMP"
"1617","421","4","GOLANG"
"1618","421","4","Security"
"1619","421","4","Go"
"1620","421","4","Pharmaceutical Industry "
"1621","35","1","RSpec "
"1622","35","1","Public Speaking"
"1623","35","1","Web Development "
"1624","35","1","Microsoft Office"
"1625","35","1","CSS "
"1626","4","2","Networking "
"1627","4","2","Dreamweaver"
"1628","4","2","Microsoft Excel"
"1629","4","2","Outlook     Outlook"
"1630","4","2","COSO Framework "
"1631","360","4","IT Management "
"1632","360","4","Docker"
"1633","360","4","Project Portfolio Management "
"1634","360","4","Research     Research"
"1635","360","4","Validation "
"1636","175","5","Technology Transfer "
"1637","175","5","Healthcare "
"1638","175","5","Medical Devices "
"1639","175","5","Healthcare Inmation Technology "
"1640","175","5","Chemistry "
"1641","175","5","Leadership"
"1642","175","5","Organizational Design"
"1643","175","5","ERP "
"1644","175","5","Product Development "
"1645","175","5","Physician Relations "
"1646","106","6","Acquisition Integration "
"1647","106","6","Enterprise Software "
"1648","106","6","Application Development "
"1649","106","6","VB.NET     VB.NET"
"1650","106","6","Lean Manufacturing "
"1651","106","6","ASP.NET "
"1652","106","6","Change Management "
"1653","106","6","UML "
"1654","106","6","Analytical Skills "
"1655","106","6","Financial Modeling "
"1656","373","6","UML "
"1657","373","6","Web Services "
"1658","373","6","Medical Imaging "
"1659","373","6","EHR "
"1660","373","6","EMR "
"1661","373","6","Workflow "
"1662","373","6",".Net Workflow "
"1663","373","6","Revenue Cycle "
"1664","373","6","Social Networking "
"1665","373","6","Financial Risk "
"1666","117","3","VMware "
"1667","117","3","Active Directory "
"1668","117","3","Remote User Support "
"1669","117","3","Customer Service "
"1670","117","3","Remote Desktop Manager "
"1671","371","5","FDA "
"1672","371","5","Product Marketing "
"1673","371","5","Banking "
"1674","371","5","Banking "
"1675","371","5","Strategic Partnerships "
"1676","371","5","Healthcare Inmation Technology (HIT) "
"1677","371","5","Sybase "
"1678","371","5","Genetics "
"1679","371","5","Business Strategy "
"1680","371","5","Wealth Management Services "
"1681","157","3","Disaster Recovery "
"1682","157","3","Networking "
"1683","157","3","Node.js "
"1684","157","3","SQL "
"1685","157","3","CUDA"
"1686","3","1","Git "
"1687","3","1",NA
"1688","3","1","Sales"
"1689","3","1","Foundation "
"1690","3","1","Entrepreneurship"
"1691","133","1","Research"
"1692","133","1","Social Media "
"1693","133","1","Pair Programming "
"1694","133","1","Team Leadership"
"1695","133","1","JSON "
"1696","87","2","Management "
"1697","87","2","Access"
"1698","87","2","Microsoft Excel "
"1699","87","2","Java"
"1700","87","2","Management "
"1701","147","4","Site Reliability"
"1702","147","4","Python"
"1703","147","4","Docker"
"1704","147","4","Evangelism"
"1705","147","4","Bash"
"1706","384","1","Strategic Planning"
"1707","384","1","Visual Basic  Applications (VBA) "
"1708","384","1","Leadership "
"1709","384","1","Social Media "
"1710","384","1","Leadership"
"1711","177","2","Dameware"
"1712","177","2","Java"
"1713","177","2","Require Management "
"1714","177","2","Microsoft Office "
"1715","177","2","Microsoft Excel "
"1716","401","5","Managed Care "
"1717","401","5","Medicaid "
"1718","401","5","PMO "
"1719","401","5","Data Mining "
"1720","401","5","Organizational Design"
"1721","401","5","Utilization Management "
"1722","401","5","Sales Enablement "
"1723","401","5","Enterprise Architecture "
"1724","401","5","Clinical Research "
"1725","401","5","Selling "
"1726","137","4","ITIL "
"1727","137","4","LINQ"
"1728","137","4","node,js"
"1729","137","4","System Administration"
"1730","137","4","Maven"
"1731","493","2","Earned Value Management "
"1732","493","2","Servers "
"1733","493","2","Microsoft Outlook "
"1734","493","2","Data Analysis "
"1735","493","2","Microsoft Outlook "
"1736","423","6","Product Launch "
"1737","423","6","Market Development "
"1738","423","6","Strategic Planning "
"1739","423","6","Wellness "
"1740","423","6","Internal Audit "
"1741","423","6","Design Strategies "
"1742","423","6","Financial Analysis "
"1743","423","6","Executive Management "
"1744","423","6","Business Development "
"1745","423","6","Financial Modeling "
"1746","61","1","JSON "
"1747","61","1","Github "
"1748","61","1","Sales"
"1749","61","1","Leadership "
"1750","61","1",NA
"1751","77","1","Ruby     Ruby"
"1752","77","1","Process Improvement"
"1753","77","1","Jasmine "
"1754","77","1","Rails "
"1755","77","1","Research"
"1756","7","3","Ruby on Rails "
"1757","7","3","Windows  "
"1758","7","3","Troubleshooting "
"1759","7","3","VMware vSphere"
"1760","7","3","CUDA"
"1761","201","3","Virtual Private Network (VPN)"
"1762","201","3","C     C"
"1763","201","3","VHDL "
"1764","201","3","Marketing "
"1765","201","3","SQL "
"1766","464","5","Data Management"
"1767","464","5","Business Strategy "
"1768","464","5","Sybase "
"1769","464","5","Software "
"1770","464","5","Molecular Biology "
"1771","464","5","EMR"
"1772","464","5","Wealth Management"
"1773","464","5","Project Management "
"1774","464","5","Testing "
"1775","464","5","Investment Banking"
"1776","345","1","Pair Programming "
"1777","345","1","Leadership"
"1778","345","1","Web Development "
"1779","345","1","Sales"
"1780","345","1","JavaScript "
"1781","218","1","Microsoft Excel "
"1782","218","1","JSON "
"1783","218","1","Linux "
"1784","218","1","CSS "
"1785","218","1","Leadership"
"1786","422","5","Agile Methodologies "
"1787","422","5","Pharmaceutical Industry "
"1788","422","5","Healthcare Inmation Technology (HIT) "
"1789","422","5","Software Project Management "
"1790","422","5","Healthcare Management "
"1791","422","5","Unified Communications "
"1792","422","5","Genomics "
"1793","422","5","Laboratory Automation "
"1794","422","5","Vendor Management "
"1795","422","5","Drug Discovery "
"1796","359","5","Business Transmation "
"1797","359","5","Management "
"1798","359","5","Microsoft Office"
"1799","359","5","Partner Management "
"1800","359","5","R&D "
"1801","359","5","Virtualization "
"1802","359","5","Program/Project Management "
"1803","359","5","Managed Care "
"1804","359","5","Staff Development "
"1805","359","5","Trading Systems "
"1806","435","2","Public Speaking "
"1807","435","2","Windows XP     Windows XP"
"1808","435","2","HTML "
"1809","435","2","COSO Framework "
"1810","435","2","Telelogic DOORS "
"1811","159","2","Computer Hardware"
"1812","159","2","Internal Controls "
"1813","159","2",NA
"1814","159","2","Data Analysis "
"1815","159","2","Accounting "
"1816","226","3","Windows XP"
"1817","226","3","Remote Desktop Manager "
"1818","226","3","VMware Infrastructure"
"1819","226","3","DHCP "
"1820","226","3","Data Analysis "
"1821","355","1","Javascript "
"1822","355","1","Object-Oriented Programming (OOP) "
"1823","355","1","ReactJS "
"1824","355","1","Jasmine "
"1825","355","1","Process Improvement"
"1826","480","1","Team Leadership"
"1827","480","1","Management"
"1828","480","1","Sinatra "
"1829","480","1","Rails "
"1830","480","1","C++"
"1831","102","3","Social Networking "
"1832","102","3","Embedded Systems "
"1833","102","3","SharePoint "
"1834","102","3","VMware Infrastructure"
"1835","102","3","JavaScript "
"1836","174","2","Mac"
"1837","174","2","Financial Analysis "
"1838","174","2","Computer Hardware"
"1839","174","2","Technical Support "
"1840","174","2","Require Analysis "
"1841","274","2","Biotechnology"
"1842","274","2","SQL "
"1843","274","2","Windows XP     Windows XP"
"1844","274","2","Earned Value Management "
"1845","274","2","SQL "
"1846","484","4","Validation "
"1847","484","4","Microsoft Office"
"1848","484","4","Strategic Planning "
"1849","484","4","Electronic Lab Notebooks "
"1850","484","4","SharePoint"
"1851","57","5","Risk Management "
"1852","57","5","Organizational Design"
"1853","57","5","Investment Banking"
"1854","57","5","CRM "
"1855","57","5","Staff Development "
"1856","57","5","SAP R/ "
"1857","57","5","Computational Biology "
"1858","57","5","FDA "
"1859","57","5","Virtualization "
"1860","57","5","Validation "
"1861","262","3","Node.js "
"1862","262","3","Software Architectural Design "
"1863","262","3","Qt"
"1864","262","3","CUDA"
"1865","262","3","C     C"
"1866","304","4","Inmation Technology "
"1867","304","4","Databases "
"1868","304","4","System Administration"
"1869","304","4","GOLANG"
"1870","304","4","Scientific Data Management"
"1871","266","3","Networking "
"1872","266","3","Linux "
