"","Title_Level","ID","Skill_Name","Skill_ID","Skill_Type","SkillEndorsed","No_Times_Endorsed"
"1886","4","156","Microsoft SQL Server ",80,2,0,0
"1887","4","156","Management ",6,1,1,28
"1888","4","156","Management ",149,1,1,57
"1889","4","156","Management ",492,1,1,47
"1890","4","156","Clinical Research ",29,2,1,59
"1891","4","156","Clinical Research ",146,2,0,0
"1892","4","156","Technical Leadership ",95,1,1,51
"1893","4","156","SQL ",85,2,1,44
"1894","4","156","SQL ",418,2,1,33
"1895","4","156","Strategic Leadership ",38,1,0,0
"1896","4","156","Business Management ",108,2,1,20
"1897","4","156","Leadership Development ",63,1,0,0
"1898","4","156","Software Development ",72,2,0,0
"1899","4","156","Software Development ",278,2,1,26
"1900","4","158","Social Media ",52,2,1,22
"1901","4","158","Social Media ",585,1,0,0
"1902","4","158","Microsoft Excel ",136,2,1,39
"1903","4","158","Microsoft Excel ",564,2,1,36
"1904","4","158","Revenue Cycle ",35,2,1,46
"1905","4","158","Acquisition Integration ",24,2,1,36
"1906","4","158","Social Media Marketing ",62,2,0,0
"1907","4","158","Agile ",110,2,0,0
"1908","4","158","Analytics ",128,1,0,0
"1909","4","158","Cardiology ",34,2,0,0
"1910","4","158","Require Analysis s",NA,NA,0,0
"1911","4","158","Clinical Research ",29,2,1,31
"1912","4","158","Clinical Research ",146,2,0,0
"1913","5","159","Internal Audit ",60,2,0,0
"1914","5","159","Strategic Partnerships ",33,1,1,56
"1915","5","159","Social Networking ",48,1,0,0
"1916","5","159","Social Networking ",423,1,0,0
"1917","5","159","Personal Training ",65,1,0,0
"1918","5","159","SDLC ",73,2,0,0
"1919","5","159","Business Development ",15,2,0,0
"1920","5","159","AJAX ",99,2,0,0
"1921","5","159","Business Process Automation ",103,2,0,0
"1922","5","159","Budgets ",37,2,1,47
"1923","5","159","Leadership ",1,1,1,32
"1924","5","159","Leadership ",132,1,1,56
"1925","4","160","Small Business ",68,2,0,0
"1926","4","160","Financial Services ",137,2,0,0
"1927","4","160","Software Development ",72,2,1,20
"1928","4","160","Software Development ",278,2,0,0
"1929","4","160","Software Engineering",98,2,1,48
"1930","4","160","Business Intelligence",87,2,1,36
"1931","4","160","Business Operations ",69,2,0,0
"1932","4","160","Market Development ",39,2,1,27
"1933","4","160","XML ",82,2,1,57
"1934","4","160","Bootstrap ",116,2,1,31
"1935","4","160","Credit Risk ",138,2,1,25
"1936","4","161","Cardiology ",34,2,0,0
"1937","4","161","Healthcare",47,2,0,0
"1938","4","161","Process Improvement ",5,1,1,32
"1939","4","161","Process Improvement ",228,2,0,0
"1940","4","161","Process Improvement ",277,2,0,0
"1941","4","161","SDLC ",73,2,1,21
"1942","4","161","Executive Management ",18,2,0,0
"1943","4","161","EHR ",27,2,0,0
"1944","4","161","EHR ",166,2,1,54
"1945","4","161","Management Consulting ",57,2,1,37
"1946","4","161","Management Consulting ",192,2,1,45
"1947","4","161","Software Design ",81,2,0,0
"1948","4","161","Application Architecture ",106,2,0,0
"1949","4","161","Programming ",102,2,1,41
"1950","4","161","Programming ",547,2,1,23
"1951","4","162","Change Management ",21,2,0,0
"1952","4","162","Application Architecture ",106,2,0,0
"1953","4","162","Business Analysis ",133,2,1,28
"1954","4","162","Business Analysis ",179,2,1,28
"1955","4","162","HIPAA ",42,2,0,0
"1956","4","162","Finance ",125,2,0,0
"1957","4","162","Leadership Development ",63,1,0,0
"1958","4","162","Business Strategy ",49,2,0,0
"1959","4","162","Business Strategy ",255,2,1,31
"1960","4","162","P&L Management ",20,2,1,55
"1961","4","162",".NET ",93,2,0,0
"1962","4","162","Business Development ",15,2,0,0
"1963","4","163","Wellness ",64,1,1,45
"1964","4","163","SOA ",77,2,1,52
"1965","4","163","Financial Risk ",131,2,1,24
"1966","4","163","Financial Risk ",181,2,0,0
"1967","4","163","Budgets ",37,2,0,0
"1968","4","163","Team Building ",23,1,1,37
"1969","4","163","New Business Development ",14,2,0,0
"1970","4","163","Web Services ",86,2,1,34
"1971","4","163","Hospitals ",12,2,0,0
"1972","4","163","Lean Manufacturing ",30,2,0,0
"1973","4","163","Strategic Partnerships ",33,1,0,0
"1974","4","164","Analytics ",128,1,0,0
"1975","4","164","Business Consulting ",66,2,1,27
"1976","4","164","Mergers & Acquisitions ",17,2,1,36
"1977","4","164","Business Strategy ",49,2,1,60
"1978","4","164","Business Strategy ",255,2,0,0
"1979","4","164","ASP.NET ",97,2,1,49
"1980","4","164","Integration ",8,2,1,55
"1981","4","164","System Architecture",100,2,0,0
"1982","4","164","Business Strategy",141,2,0,0
"1983","4","164","Start-ups ",26,1,0,0
"1984","4","164","Start-ups ",265,1,0,0
"1985","4","164","Enterprise Software",71,2,0,0
"1986","4","165","Bootstrap ",116,2,0,0
"1987","4","165","Business Operations ",69,2,0,0
"1988","4","165","Enterprise Architecture ",84,2,0,0
"1989","4","165","Enterprise Architecture ",185,2,1,38
"1990","4","165","Visual Studio ",107,2,1,33
"1991","4","165","Visual Studio ",486,2,0,0
"1992","4","165","HTML ",94,2,1,57
"1993","4","165","HTML ",421,2,0,0
"1994","4","165","SDLC ",73,2,1,51
"1995","4","165","Workflow ",118,2,1,45
"1996","4","165","Financial Services ",137,2,0,0
"1997","4","165","Credit Risk ",138,2,0,0
"1998","4","165","Mobile Applications ",91,2,1,42
"1999","3","166","Social Media ",52,2,1,38
"2000","3","166","Social Media ",585,1,0,0
"2001","3","166","Healthcare Inmation Technology ",3,2,1,60
"2002","3","166","Enterprise Software",71,2,0,0
"2003","3","166","Product Management ",7,2,1,58
"2004","3","166","Databases ",75,2,1,35
"2005","3","166","Databases ",308,2,0,0
"2006","3","166","Healthcare Industry ",10,2,0,0
"2007","3","166","Healthcare Industry ",152,2,0,0
"2008","3","166","ASP.NET ",97,2,0,0
"2009","3","166","Change Management ",21,2,0,0
"2010","3","166","Revenue Cycle ",35,2,0,0
"2011","3","166","Market Development ",39,2,0,0
"2012","4","167","Healthcare Industry ",10,2,0,0
"2013","4","167","Healthcare Industry ",152,2,1,43
"2014","4","167","Internal Audit ",60,2,1,59
"2015","4","167","Process Improvement ",5,1,0,0
"2016","4","167","Process Improvement ",228,2,0,0
"2017","4","167","Process Improvement ",277,2,1,21
"2018","4","167","Web Applications ",78,2,0,0
"2019","4","167","SaaS ",79,2,1,37
"2020","4","167","Market Development ",39,2,1,21
"2021","4","167","Healthcare ",4,2,1,51
"2022","4","167","Management ",6,1,1,49
"2023","4","167","Management ",149,1,0,0
"2024","4","167","Management ",492,1,1,25
"2025","4","167","Enterprise Software",71,2,0,0
"2026","4","167","SDLC ",73,2,0,0
"2027","5","168","XML ",82,2,0,0
"2028","5","168","Programming ",102,2,0,0
"2029","5","168","Programming ",547,2,1,27
"2030","5","168","Microsoft Excel ",136,2,1,55
"2031","5","168","Microsoft Excel ",564,2,0,0
"2032","5","168","Microsoft SQL Server ",80,2,1,55
"2033","5","168","Application Development ",105,2,1,55
"2034","5","168","Small Business ",68,2,1,53
"2035","5","168","C++ ",112,2,1,52
"2036","5","168","C++ ",425,2,1,26
"2037","5","168","C++ ",468,2,1,29
"2040","5","168","Hospitals ",12,2,0,0
"2041","5","168","HIPAA ",42,2,1,25
"2042","4","169","Agile ",110,2,0,0
"2043","4","169","Small Business ",68,2,1,58
"2044","4","169","Application Development ",105,2,1,25
"2045","4","169","Strategic Leadership ",38,1,1,60
"2046","4","169","Business Management ",108,2,1,38
"2047","4","169","Cloud Computing ",76,2,0,0
"2048","4","169","Cloud Computing ",248,2,0,0
"2049","4","169","Management ",6,1,0,0
"2050","4","169","Management ",149,1,0,0
"2051","4","169","Management ",492,1,0,0
"2053","4","169","VB.NET     VB.NET",109,2,0,0
"2054","4","169","Entrepreneurship ",46,1,0,0
"2055","4","170","Change Management ",21,2,1,38
"2056","4","170","Operations Management ",22,2,1,43
"2057","4","170","Operations Management ",169,2,0,0
"2058","4","170","Financial Risk ",131,2,1,40
"2059","4","170","Financial Risk ",181,2,0,0
"2060","4","170","Financial Services ",137,2,0,0
"2061","4","170","Public Speaking ",53,1,0,0
"2062","4","170","Public Speaking ",170,1,1,51
"2063","4","170","C# ",88,2,1,59
"2064","4","170","Six Sigma ",2,2,1,52
"2065","4","170","XML ",82,2,0,0
"2066","4","170","Sales ",32,2,0,0
"2069","4","171","Enterprise Software ",70,2,1,28
"2070","4","171","Healthcare ",4,2,1,53
"2071","4","171","Public Speaking ",53,1,0,0
"2072","4","171","Public Speaking ",170,1,1,30
"2073","4","171",NA,NA,NA,0,0
"2074","4","171","Integration ",8,2,1,21
"2075","4","171","Competitive Analysis ",31,2,0,0
"2076","4","171","Social Media Marketing ",62,2,0,0
"2077","4","171","Management ",6,1,0,0
"2078","4","171","Management ",149,1,0,0
"2079","4","171","Management ",492,1,1,53
"2080","4","171","Programming ",102,2,0,0
"2081","4","171","Programming ",547,2,1,28
"2082","4","171","SQL Server ",111,2,1,35
"2083","4","172","Change Management ",21,2,0,0
"2084","4","172","Agile ",110,2,0,0
"2085","4","172","Competitive Analysis ",31,2,0,0
"2086","4","172","Leadership Development ",63,1,0,0
"2087","4","172","Team Building ",23,1,1,60
"2088","4","172","Training ",56,1,1,24
"2089","4","172","Training ",129,1,1,26
"2090","4","172","Market Development ",39,2,0,0
"2091","4","172","Technical Leadership ",95,1,1,49
"2092","4","172","Small Business ",68,2,0,0
"2093","4","172","Management Consulting ",57,2,0,0
"2094","4","172","Management Consulting ",192,2,0,0
"2095","1","173","Six Sigma ",2,2,1,44
"2096","1","173","Analysis     Analysis",122,2,1,44
"2097","1","173","Financial Analysis ",120,2,0,0
"2098","1","173","Financial Analysis ",544,2,0,0
"2099","1","173","Public Speaking ",53,1,1,40
"2100","1","173","Public Speaking ",170,1,0,0
"2101","1","173","Product Development S",NA,NA,0,0
"2102","1","173","Financial Services ",137,2,0,0
"2103","1","173","AngularJS ",115,2,0,0
"2104","1","173","Enterprise Software",71,2,0,0
"2105","1","173","Small Business ",68,2,1,25
"2106","1","173",".Net Workflow ",119,2,1,34
"2107","4","174","Business Analysis ",133,2,1,52
"2108","4","174","Business Analysis ",179,2,1,39
"2109","4","174","Small Business ",68,2,0,0
"2110","4","174","Credit Risk ",138,2,0,0
"2111","4","174","Change Management ",21,2,1,50
"2112","4","174","AJAX ",99,2,0,0
"2113","4","174","Business Strategy",141,2,1,45
"2114","4","174","Executive Management ",18,2,0,0
"2115","4","174","Marketing ",54,2,0,0
"2116","4","174","Microsoft Excel ",136,2,1,53
"2117","4","174","Microsoft Excel ",564,2,1,49
"2118","4","174","Start-ups ",26,1,1,59
"2119","4","174","Start-ups ",265,1,0,0
"2120","5","175","Management Consulting ",57,2,1,33
"2121","5","175","Management Consulting ",192,2,0,0
"2122","5","175","Business Strategy",141,2,0,0
"2123","5","175","Strategy ",50,1,1,41
"2124","5","175","Strategy ",126,1,0,0
"2125","5","175","Risk Management ",61,2,0,0
"2126","5","175","Web Applications ",78,2,1,41
"2127","5","175","Fitness ",58,1,1,42
"2128","5","175","Public Speaking ",53,1,1,25
"2129","5","175","Public Speaking ",170,1,1,58
"2130","5","175","New Business Development ",14,2,0,0
"2131","5","175","EHR ",27,2,1,36
"2132","5","175","EHR ",166,2,0,0
"2133","5","175","Six Sigma ",2,2,1,60
"2134","4","176","Healthcare Industry ",10,2,0,0
"2135","4","176","Healthcare Industry ",152,2,1,26
"2136","4","176","Inmation Technology ",59,2,0,0
"2137","4","176","Inmation Technology ",451,2,1,26
"2138","4","176","Workflow ",118,2,0,0
"2139","4","176","Internal Audit ",60,2,1,26
"2140","4","176","SaaS ",79,2,0,0
"2141","4","176","Training ",56,1,1,37
"2142","4","176","Training ",129,1,1,48
"2143","4","176","Business Development ",15,2,0,0
"2144","4","176","Entrepreneurship ",46,1,0,0
"2145","4","176","Lean Manufacturing ",30,2,1,27
"2146","4","176","Integration ",8,2,1,53
"2147","5","177","HTML ",94,2,1,43
"2148","5","177","HTML ",421,2,0,0
"2149","5","177","Business Consulting ",66,2,1,30
"2150","5","177","Visual Studio ",107,2,1,47
"2151","5","177","Visual Studio ",486,2,1,42
"2152","5","177","Application Development ",105,2,1,57
"2153","5","177","Inmation Technology ",59,2,0,0
"2154","5","177","Inmation Technology ",451,2,0,0
"2155","5","177","Software Development ",72,2,0,0
"2156","5","177","Software Development ",278,2,1,41
"2157","5","177","Six Sigma ",2,2,1,41
"2158","5","177","Business Process Automation ",103,2,0,0
"2159","5","177","Radiology ",43,2,1,27
"2160","5","177","SOA ",77,2,0,0
"2161","4","178","Application Architecture ",106,2,1,59
"2162","4","178","Mergers & Acquisitions ",17,2,1,31
"2163","4","178","Enterprise Software ",70,2,0,0
"2164","4","178","Business Strategy ",49,2,0,0
"2165","4","178","Business Strategy ",255,2,0,0
"2166","4","178","Software Engineering",98,2,0,0
"2167","4","178","Scrum ",89,2,1,40
"2169","4","178","Architecture ",83,2,0,0
"2170","4","178","Process Improvement ",5,1,0,0
"2171","4","178","Process Improvement ",228,2,1,30
"2172","4","178","Process Improvement ",277,2,1,37
"2173","4","178","Marketing ",54,2,0,0
"2174","4","179","Business Operations ",69,2,0,0
"2175","4","179","Nutrition ",51,2,0,0
"2176","4","179","Design Strategies ",117,2,0,0
"2177","4","179","Financial Risk ",131,2,1,37
"2178","4","179","Financial Risk ",181,2,0,0
"2179","4","179","Business Process Automation ",103,2,0,0
"2180","4","179","Analysis     Analysis",122,2,1,38
"2181","4","179",".Net Workflow ",119,2,0,0
"2182","4","179","Bootstrap ",116,2,1,33
"2183","4","179","Wellness ",64,1,0,0
"2184","4","179","SaaS ",79,2,0,0
"2185","4","181","Financial Services ",137,2,0,0
"2186","4","181","Business Consulting ",66,2,1,35
"2187","4","181","Change Management ",21,2,0,0
"2188","4","181","HL ",40,2,0,0
"2189","4","181","Web Applications ",78,2,0,0
"2190","4","181","Weight Loss Coaching ",67,1,0,0
"2191","4","181","P&L Management ",20,2,0,0
"2193","4","181","Competitive Analysis ",31,2,1,49
"2194","4","181","Scrum ",89,2,0,0
"2195","4","182","HL ",40,2,1,30
"2196","4","182","Wellness ",64,1,1,54
"2197","4","182","Revenue Cycle ",35,2,1,24
"2198","4","182","Enterprise Software ",70,2,1,23
"2199","4","182","Workflow ",118,2,0,0
"2200","4","182","Business Process Automation ",103,2,0,0
"2201","4","182","Process Improvement ",5,1,1,36
"2202","4","182","Process Improvement ",228,2,1,36
"2203","4","182","Process Improvement ",277,2,1,46
"2204","4","182","Microsoft Excel ",136,2,1,46
"2205","4","182","Microsoft Excel ",564,2,1,39
"2206","4","182","Strategic Planning ",11,1,0,0
"2207","4","182","Strategic Planning ",326,2,1,20
"2208","4","182","Analytical Skills ",139,2,0,0
"2209","4","182","Analytical Skills ",545,1,0,0
"2210","3","183","Public Speaking ",53,1,0,0
"2211","3","183","Public Speaking ",170,1,0,0
"2212","3","183","Architecture ",83,2,1,57
"2213","3","183","Inmation Technology ",59,2,0,0
"2214","3","183","Inmation Technology ",451,2,1,50
"2215","3","183","AngularJS ",115,2,1,56
"2216","3","183","AJAX ",99,2,0,0
"2217","3","183","Analysis     Analysis",122,2,1,51
"2218","3","183","Data Analysis",140,2,0,0
"2219","3","183","Six Sigma ",2,2,1,34
"2220","3","183","Acquisition Integration ",24,2,1,37
"2221","3","183","Enterprise Software ",70,2,1,45
"2222","4","185","Leadership ",1,1,1,45
"2223","4","185","Leadership ",132,1,0,0
"2224","4","185","Healthcare Inmation Technology ",3,2,0,0
"2225","4","185","SQL ",85,2,1,58
"2226","4","185","SQL ",418,2,1,58
"2227","4","185","Mergers & Acquisitions ",17,2,1,26
"2228","4","185","Acquisition Integration ",24,2,1,23
"2229","4","185","Competitive Analysis ",31,2,0,0
"2230","4","185","Software Development ",72,2,1,47
"2231","4","185","Software Development ",278,2,0,0
"2232","4","185",".NET ",93,2,1,51
"2233","4","185",NA,NA,NA,0,0
"2234","4","185","Radiology ",43,2,0,0
"2235","4","186","Strategic Leadership ",38,1,1,37
"2236","4","186","AngularJS ",115,2,0,0
"2237","4","186","Start-ups ",26,1,1,50
"2238","4","186","Start-ups ",265,1,1,35
"2239","4","186","Healthcare ",4,2,0,0
"2240","4","186","Wellness ",64,1,0,0
"2241","4","186","Visual Studio ",107,2,0,0
"2242","4","186","Visual Studio ",486,2,1,54
"2243","4","186","Data Analysis",140,2,1,55
"2244","4","186","Strategic Planning ",11,1,0,0
"2245","4","186","Strategic Planning ",326,2,0,0
"2246","4","186","Change Management ",21,2,1,45
"2247","4","186","Credit Risk ",138,2,0,0
"2248","3","187","Mobile Applications ",91,2,0,0
"2249","3","187","Business Process Automation ",103,2,1,27
"2250","3","187","Enterprise Architecture ",84,2,1,44
"2251","3","187","Enterprise Architecture ",185,2,1,30
"2252","3","187","ASP.NET ",97,2,0,0
"2253","3","187","Business Consulting ",66,2,1,35
"2254","3","187","New Business Development ",14,2,1,20
"2255","3","187","Scrum ",89,2,0,0
"2256","3","187","Team Building",55,1,1,59
"2257","3","187","Financial Services ",137,2,1,50
"2258","3","187","Change Management ",21,2,0,0
"2259","3","188","Agile ",110,2,0,0
"2260","3","188","Market Development ",39,2,0,0
"2261","3","188","Lean Manufacturing ",30,2,0,0
"2262","3","188","IT Strategy ",90,2,0,0
"2263","3","188","Wellness ",64,1,1,27
"2264","3","188","Business Strategy",141,2,1,52
"2265","3","188","HTML ",94,2,0,0
"2266","3","188","HTML ",421,2,1,29
"2267","3","188","Business Strategy ",49,2,1,49
"2268","3","188","Business Strategy ",255,2,1,31
"2269","3","188","Risk Management ",61,2,1,58
"2270","3","188","SQL ",85,2,0,0
"2271","3","188","SQL ",418,2,0,0
"2272","4","189","Financial Services ",137,2,1,58
"2273","4","189","Healthcare ",4,2,1,60
"2274","4","189","New Business Development ",14,2,0,0
"2275","4","189","Process Improvement ",5,1,0,0
"2276","4","189","Process Improvement ",228,2,1,35
"2277","4","189","Process Improvement ",277,2,0,0
"2278","4","189","Operational Excellence ",41,1,1,28
"2279","4","189","Training ",56,1,1,24
"2280","4","189","Training ",129,1,0,0
"2282","4","189","Acquisition Integration ",24,2,0,0
"2283","4","189","Software Engineering",98,2,1,53
"2284","4","189","EAI ",113,2,0,0
"2285","4","190","Analytics ",128,1,0,0
"2286","4","190","BPM ",104,2,0,0
"2287","4","190","Social Media Marketing ",62,2,1,43
"2288","4","190","Credit Risk ",138,2,1,25
"2289","4","190","Require Analysis s",NA,NA,0,0
"2290","4","190","Business Development ",15,2,0,0
"2291","4","190","Software Engineering",98,2,0,0
"2292","4","190","Enterprise Architecture ",84,2,1,51
"2293","4","190","Enterprise Architecture ",185,2,1,23
"2294","4","190","Global Marketing ",44,2,0,0
"2295","4","190","Management ",6,1,1,30
"2296","4","190","Management ",149,1,1,31
"2297","4","190","Management ",492,1,0,0
"2298","4","191","Healthcare",47,2,0,0
"2299","4","191","Financial Services ",137,2,0,0
"2300","4","191","Social Networking ",48,1,1,21
"2301","4","191","Social Networking ",423,1,1,28
"2302","4","191","P&L Management ",20,2,1,36
"2303","4","191","Lean Manufacturing ",30,2,0,0
"2304","4","191","Business Strategy",141,2,1,58
"2305","4","191","Programming ",102,2,1,39
"2306","4","191","Programming ",547,2,0,0
"2307","4","191","Architecture ",83,2,0,0
"2308","4","191","Team Building",55,1,0,0
"2309","4","191","PACS ",36,2,1,23
"2310","3","192","New Business Development ",14,2,0,0
"2311","3","192","SQL Server ",111,2,0,0
"2312","3","192","Marketing ",54,2,0,0
"2313","3","192","EHR ",27,2,1,54
"2314","3","192","EHR ",166,2,1,32
"2315","3","192","Internal Audit ",60,2,1,39
"2316","3","192","Leadership ",1,1,0,0
"2317","3","192","Leadership ",132,1,1,33
"2318","3","192","System Architecture",100,2,0,0
"2319","3","192","Weight Loss Coaching ",67,1,0,0
"2320","3","192","Enterprise Software",71,2,0,0
"2321","3","192","Business Analysis ",133,2,1,47
"2322","3","192","Business Analysis ",179,2,0,0
"2323","5","193","Financial Risk ",131,2,0,0
"2324","5","193","Financial Risk ",181,2,0,0
"2325","5","193","XML ",82,2,1,42
"2326","5","193","Financial Services ",137,2,1,22
"2327","5","193","C# ",88,2,1,57
"2328","5","193","Team Building ",23,1,0,0
"2329","5","193","Social Networking ",48,1,1,36
"2330","5","193","Social Networking ",423,1,0,0
"2331","5","193","Fitness ",58,1,0,0
"2332","5","193","Lean Manufacturing ",30,2,0,0
"2333","5","193","Require Analysis s",NA,NA,1,47
"2334","5","193","Nutrition ",51,2,1,54
"2335","4","194","HTML ",94,2,1,22
"2336","4","194","HTML ",421,2,1,57
"2337","4","194","Technical Leadership ",95,1,0,0
"2338","4","194","Software Design ",81,2,1,49
"2339","4","194","Strategic Partnerships ",33,1,1,55
"2340","4","194","Competitive Analysis ",31,2,1,20
"2341","4","194","Business Consulting ",66,2,0,0
"2343","4","194","Databases ",75,2,0,0
"2344","4","194","Databases ",308,2,1,30
"2345","4","194","AJAX ",99,2,1,24
"2346","4","194","Microsoft SQL Server ",80,2,1,33
"2347","4","195","Entrepreneurship ",46,1,0,0
"2348","4","195","Analytical Skills ",139,2,0,0
"2349","4","195","Analytical Skills ",545,1,0,0
"2350","4","195","HTML ",94,2,1,41
"2351","4","195","HTML ",421,2,1,53
"2352","4","195","Lean Manufacturing ",30,2,0,0
"2353","4","195","Hospitals ",12,2,1,43
"2354","4","195","Application Architecture ",106,2,0,0
"2355","4","195","EHR ",27,2,1,48
"2356","4","195","EHR ",166,2,0,0
"2357","4","195","Enterprise Software",71,2,1,40
"2358","4","195","Team Building ",23,1,0,0
"2359","4","195","Management ",6,1,0,0
"2360","4","195","Management ",149,1,1,33
"2361","4","195","Management ",492,1,0,0
"2362","4","196","Leadership Development ",63,1,1,47
"2363","4","196","Healthcare Industry ",10,2,1,28
"2364","4","196","Healthcare Industry ",152,2,0,0
"2365","4","196","Radiology ",43,2,0,0
"2366","4","196","Enterprise Architecture ",84,2,1,28
"2367","4","196","Enterprise Architecture ",185,2,0,0
"2368","4","196","Technical Leadership ",95,1,0,0
"2369","4","196","AngularJS ",115,2,0,0
"2370","4","196","Scrum ",89,2,0,0
"2371","4","196","Require Analysis s",NA,NA,1,34
"2372","4","196","Business Development ",15,2,1,50
"2373","4","196","Hospitals ",12,2,1,54
"2374","2","197","Analytics ",128,1,0,0
"2375","2","197","Process Improvement ",5,1,0,0
"2376","2","197","Process Improvement ",228,2,0,0
"2377","2","197","Process Improvement ",277,2,1,23
"2378","2","197","Cardiology ",34,2,0,0
"2379","2","197","Training ",56,1,0,0
"2380","2","197","Training ",129,1,0,0
"2381","2","197","Personal Training ",65,1,1,41
"2382","2","197","Financial Risk ",131,2,0,0
"2383","2","197","Financial Risk ",181,2,1,32
"2384","2","197","Management Consulting ",57,2,1,23
"2385","2","197","Management Consulting ",192,2,1,27
"2386","2","197","Scrum ",89,2,1,42
"2387","2","197","EAI ",113,2,0,0
"2388","2","197","Application Development ",105,2,0,0
"2389","4","198","Competitive Analysis ",31,2,0,0
"2390","4","198","Technical Leadership ",95,1,1,50
"2391","4","198","Require Analysis s",NA,NA,0,0
"2392","4","198","Strategic Partnerships ",33,1,1,29
"2393","4","198","Process Improvement ",5,1,0,0
"2394","4","198","Process Improvement ",228,2,1,37
"2395","4","198","Process Improvement ",277,2,1,51
"2396","4","198","C++ ",112,2,0,0
"2397","4","198","C++ ",425,2,0,0
"2398","4","198","C++ ",468,2,1,51
"2399","4","198","VB.NET     VB.NET",109,2,0,0
"2400","4","198","SOA ",77,2,0,0
"2401","4","198","EHR ",27,2,1,39
"2402","4","198","EHR ",166,2,0,0
"2403","4","198","Enterprise Architecture ",84,2,1,37
"2404","4","198","Enterprise Architecture ",185,2,0,0
"2405","5","199","jQuery UI ",114,2,0,0
"2406","5","199","ALM ",127,2,1,28
"2407","5","199","Change Management ",21,2,0,0
"2408","5","199","Start-ups ",26,1,1,55
"2409","5","199","Start-ups ",265,1,1,28
"2410","5","199","Cardiology ",34,2,0,0
"2411","5","199","Business Development ",15,2,1,34
"2412","5","199","SaaS ",79,2,0,0
"2413","5","199","Healthcare Industry ",10,2,1,48
"2414","5","199","Healthcare Industry ",152,2,0,0
"2415","5","199","Databases ",75,2,1,21
"2416","5","199","Databases ",308,2,0,0
"2417","5","199","Weight Loss Coaching ",67,1,1,42
"2418","4","200","Leadership Development ",63,1,1,31
"2419","4","200","Web Applications ",78,2,0,0
"2420","4","200",".NET ",93,2,0,0
"2421","4","200","Team Building ",23,1,1,46
"2422","4","200","UML ",101,2,0,0
"2423","4","200","Business Analysis ",133,2,1,35
"2424","4","200","Business Analysis ",179,2,0,0
"2425","4","200","EHR ",27,2,0,0
"2426","4","200","EHR ",166,2,1,45
"2427","4","200","Leadership ",1,1,1,39
"2428","4","200","Leadership ",132,1,1,42
"2429","4","200","Budgets ",37,2,1,57
"2430","4","200","Design Strategies ",117,2,0,0
"2431","4","201","Data Analysis",140,2,1,48
"2432","4","201","Business Management ",108,2,0,0
"2433","4","201","Scrum ",89,2,0,0
"2434","4","201","Weight Loss Coaching ",67,1,1,31
"2435","4","201","Credit Risk ",138,2,1,41
"2436","4","201","Global Marketing ",44,2,0,0
"2437","4","201","Fitness ",58,1,1,30
"2438","4","201","jQuery UI ",114,2,0,0
"2439","4","201","SDLC ",73,2,1,58
"2440","4","201","Product Launch ",16,2,1,58
"2441","5","202","EHR ",27,2,0,0
"2442","5","202","EHR ",166,2,0,0
"2443","5","202","Medical Imaging ",25,2,0,0
"2444","5","202","Six Sigma ",2,2,0,0
"2445","5","202","HL ",40,2,0,0
"2446","5","202","Mergers & Acquisitions ",17,2,1,23
"2447","5","202","C++ ",112,2,0,0
"2448","5","202","C++ ",425,2,1,46
"2449","5","202","C++ ",468,2,1,57
"2450","5","202","Healthcare Industry ",10,2,0,0
"2451","5","202","Healthcare Industry ",152,2,0,0
"2452","5","202","Operational Excellence ",41,1,1,25
"2453","5","202","SaaS ",79,2,1,34
"2455","4","203","SQL Server ",111,2,1,50
"2456","4","203","Management Consulting ",57,2,0,0
"2457","4","203","Management Consulting ",192,2,0,0
"2458","4","203","EMR ",19,2,0,0
"2459","4","203","SQL ",85,2,0,0
"2460","4","203","SQL ",418,2,1,35
"2461","4","203","Training ",56,1,0,0
"2462","4","203","Training ",129,1,0,0
"2463","4","203","Management ",6,1,1,45
"2464","4","203","Management ",149,1,0,0
"2465","4","203","Management ",492,1,1,31
"2466","4","203","Healthcare ",4,2,1,51
"2467","4","203","Market Development ",39,2,0,0
"2468","4","203",".Net Workflow ",119,2,0,0
"2469","4","203","EHR ",27,2,0,0
"2470","4","203","EHR ",166,2,0,0
"2471","3","204","Executive Management ",18,2,0,0
"2472","3","204","Banking ",124,2,1,27
"2473","3","204","Banking ",178,2,0,0
"2474","3","204",".Net Workflow ",119,2,0,0
"2475","3","204","Software Design ",81,2,0,0
"2476","3","204","jQuery UI ",114,2,1,33
"2477","3","204","Entrepreneurship ",46,1,1,48
"2478","3","204","Management ",6,1,0,0
"2479","3","204","Management ",149,1,0,0
"2480","3","204","Management ",492,1,1,40
"2481","3","204","Fitness ",58,1,1,60
"2482","3","204","Strategy ",50,1,0,0
"2483","3","204","Strategy ",126,1,1,31
"2484","3","204","Management Consulting ",57,2,0,0
"2485","3","204","Management Consulting ",192,2,0,0
"2486","4","205","Programming ",102,2,0,0
"2487","4","205","Programming ",547,2,1,44
"2488","4","205","Management     Management",123,2,0,0
"2489","4","205","Social Media Marketing ",62,2,1,37
"2490","4","205","Require Analysis s",NA,NA,0,0
"2491","4","205","Data Analysis",140,2,0,0
"2492","4","205","Banking ",124,2,1,20
"2493","4","205","Banking ",178,2,1,58
"2494","4","205","Healthcare ",4,2,0,0
"2495","4","205","New Business Development ",14,2,1,44
"2496","4","205","PACS ",36,2,0,0
